"","n_samples","h2","prop_effect","S","flb","mse","rmse","rel_mse","flb_error","mse_error","rmse_error","rel_mse_error","method"
"3513",3e+05,0.8,0.001,-1,0.688323468462998,-0.000746836614337087,-0.0154092281643758,-0.731849894120782,0.0113213645204158,5.22829633426383e-05,0.000850652638027816,0.0196086849041298,"cl1"
"4013",30000,0.3,0.01,0,0.999332333062135,-0.0199124359533101,-0.0942997689866172,-0.853343777147492,0.00123355272769076,0.00119686788971223,0.00402949905016029,0.0164463042879389,"cl1"
"4513",3e+05,0.3,0.01,0,0.743536620973358,-0.000735082322317335,-0.014853122853514,-0.709924543267013,0.0107168181345078,4.59867885815416e-05,0.000749452574234461,0.0199163821068934,"cl1"
"5013",30000,0.8,0.01,0,0.758546050730168,-0.00804407017723114,-0.0501404623517625,-0.725391524355298,0.0103362810445821,0.000530797566603854,0.00262077944974963,0.0182274365310679,"cl1"
"5513",3e+05,0.8,0.01,0,0.562017557036425,-8.5743236647249e-05,-0.00245558868114965,-0.244909419412859,0.00611947662992322,1.42375115580667e-05,0.000392972939538183,0.0331199068140875,"cl1"
"6013",30000,0.3,0.001,0,0.942074735487031,-0.0177620606841841,-0.0866198822741199,-0.834749982795329,0.00881571293904475,0.000985322286237771,0.00356933636188544,0.0188061166331291,"cl1"
"6513",3e+05,0.3,0.001,0,0.760418974936304,-0.000970815006133143,-0.0181424854744314,-0.755933357385047,0.0127545563967216,5.684600251341e-05,0.000889777207867089,0.0214901955795013,"cl1"
"7013",30000,0.8,0.001,0,0.76386547710635,-0.0100665053431977,-0.0592479221189352,-0.766086582978286,0.0138243833466077,0.000775587964700303,0.0038992192963871,0.0237282609631543,"cl1"
"7513",3e+05,0.8,0.001,0,0.693959293064794,-0.000769914909680412,-0.0157829590691684,-0.738118007872501,0.0146731710066233,6.03660691001304e-05,0.00104704947262425,0.0247186557373021,"cl1"
"8013",30000,0.3,0.01,1,0.998690759614782,-0.0201704749231881,-0.0948245603770698,-0.852551354155216,0.00135492929538506,0.00115046638763784,0.00421446472055638,0.0189062537812239,"cl1"
"8513",3e+05,0.3,0.01,1,0.735827298226916,-0.000714189583242684,-0.0147460556549456,-0.715447315028858,0.0129377073907264,5.59168581974695e-05,0.000888269071453175,0.0197755238606544,"cl1"
"9013",30000,0.8,0.01,1,0.747284036887456,-0.00769895457069198,-0.0493214669817921,-0.729463721937363,0.0121345797279755,0.000641649616567902,0.00316319274644814,0.0209410774714341,"cl1"
"9513",3e+05,0.8,0.01,1,0.564968530839392,-0.000137754396381535,-0.00414003705455514,-0.393069063382217,0.00620014914960529,1.52362665373158e-05,0.000422260150969275,0.0290447311050776,"cl1"
"10013",30000,0.3,0.001,1,0.940442343939764,-0.017781856265525,-0.0876767960891357,-0.842504788861938,0.00841709820108667,0.00110279396868178,0.00418885089674387,0.0175007204877379,"cl1"
"10513",3e+05,0.3,0.001,1,0.773466387604069,-0.00103184088376579,-0.0194669470447959,-0.785667855092137,0.0138117682896762,6.86313545480545e-05,0.000926453217418082,0.0170813346571411,"cl1"
"11013",30000,0.8,0.001,1,0.775658066968537,-0.0106286325783068,-0.0626323566712326,-0.787383924293584,0.0109647094460176,0.000726506901085674,0.00320343751072211,0.0166534948795729,"cl1"
"11513",3e+05,0.8,0.001,1,0.700120582413866,-0.000794372800011934,-0.0163814051107766,-0.754917515569338,0.0116570910913294,4.74080800308805e-05,0.00069284110788955,0.0152554246401768,"cl1"
"14",30000,0.3,0.01,-1,1,-0.016691684803884,-0.0697643686280727,-0.699385975929086,0,0.000901830941115752,0.00205302030600573,0.00727405051972744,"cl2"
"514",3e+05,0.3,0.01,-1,0.800871074761669,-0.000706289713742479,-0.0130244056632306,-0.624742510794106,0.00941373731485219,4.28341199914739e-05,0.000522194650077625,0.0124768705695756,"cl2"
"1014",30000,0.8,0.01,-1,0.816425352877874,-0.00758075336292384,-0.0434994996526896,-0.639547079054795,0.0112272856018794,0.000400740237813462,0.00138756578538306,0.00972532578541549,"cl2"
"1514",3e+05,0.8,0.01,-1,0.546701832599268,-7.71224170629415e-05,-0.00208788838985517,-0.201648993244374,0.00523505741808043,1.68914932005133e-05,0.000452681414392299,0.0415204547732833,"cl2"
"2014",30000,0.3,0.001,-1,0.956081360567744,-0.0145737588605305,-0.0641246117843713,-0.686709054819948,0.00728776696383832,0.000713636671356631,0.00171608177554127,0.00810150615907479,"cl2"
"2514",3e+05,0.3,0.001,-1,0.746262874337544,-0.00078520161247468,-0.0135110878449218,-0.610695722806841,0.0140311397342261,8.49267571502234e-05,0.00134462344570094,0.0493971734738092,"cl2"
"3014",30000,0.8,0.001,-1,0.749123278892606,-0.00784097687702553,-0.0424230137960139,-0.607215400813066,0.0127685114802246,0.000501740919290133,0.00211460250295487,0.0176726832550947,"cl2"
"3514",3e+05,0.8,0.001,-1,0.673346607733887,-0.000611288367240227,-0.0117330216474963,-0.598884329481559,0.010944914083424,6.03393598692466e-05,0.00106883111419902,0.0432285299009499,"cl2"
"4014",30000,0.3,0.01,0,1,-0.0163012268736019,-0.0688671229735399,-0.698559923034997,0,0.000960007759299278,0.00222386713666187,0.00858430598542381,"cl2"
"4514",3e+05,0.3,0.01,0,0.7811130700936,-0.000674591712973908,-0.0131822809555966,-0.651640487381398,0.00962697659265612,3.66648391257003e-05,0.00044112539361458,0.0100478652106462,"cl2"
"5014",30000,0.8,0.01,0,0.79637076520724,-0.00730641355550992,-0.0438059136195841,-0.659113070937678,0.0103094334076301,0.000413653803030019,0.00153451142874605,0.00899152700393427,"cl2"
"5514",3e+05,0.8,0.01,0,0.551445428958305,-0.000114697054929851,-0.00337553112867526,-0.328100887974121,0.00630729542347796,1.5041163350353e-05,0.000419608296070529,0.035303770308713,"cl2"
"6014",30000,0.3,0.001,0,0.950354085399682,-0.0146986190983719,-0.0647275602457348,-0.690684338821319,0.0082503114409579,0.000809282742446734,0.00190606188875267,0.00933600826141764,"cl2"
"6514",3e+05,0.3,0.001,0,0.75267075515565,-0.00081896902047898,-0.014262366836776,-0.637620102818021,0.0130091683575479,4.61930032427979e-05,0.000514186309251315,0.0113284452869528,"cl2"
"7014",30000,0.8,0.001,0,0.757852247796974,-0.00845679691297432,-0.0462030914807436,-0.64378334442061,0.0133484643643898,0.000583290101180277,0.00217749483247497,0.012921377295084,"cl2"
"7514",3e+05,0.8,0.001,0,0.678325404015842,-0.000639178448846224,-0.0122006107070342,-0.612910663577023,0.0151062540846767,4.5839993235301e-05,0.000609829370905732,0.013691659243715,"cl2"
"8014",30000,0.3,0.01,1,0.999884445597099,-0.0165084553698438,-0.0692307330776762,-0.697730647952704,0.000462066848750602,0.000915043191157742,0.00209601960972928,0.00993230921865869,"cl2"
"8514",3e+05,0.3,0.01,1,0.764194421479555,-0.000644808736555436,-0.0127961286536722,-0.646269533730403,0.0112867897774824,4.39115683331786e-05,0.00052652699932191,0.00931688584333645,"cl2"
